%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
93814781613,5515,93824000000,honey/imu,1.93711176416e-05,7.23994885226e-06,0.707154367833,0.707059191035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.83264326961e-06,3.2914252666e-05,2.53537300782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00118772270721,8.03423425923e-07,3.40855107978e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93834989358,5516,93840000000,honey/imu,1.92249602757e-05,7.4631234443e-06,0.707154513513,0.707059045337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.80220687622e-06,3.24917959906e-05,2.59446043271e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00110736595473,3.02510685841e-07,2.72222683149e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93855184761,5517,93856000000,honey/imu,1.90820917013e-05,7.68266405756e-06,0.707154663514,0.707058895317,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.77166138243e-06,3.1879532059e-05,2.67090987677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113297051765,4.33558589126e-07,4.43339864255e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93866081109,5518,93864000000,honey/imu,1.8942797882e-05,7.89828476647e-06,0.707154818101,0.707058740711,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.7563888377e-06,3.15730118756e-05,2.70918303661e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00544022255062,2.95644612336e-06,2.10284032803e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93886290671,5519,93888000000,honey/imu,1.88075426522e-05,8.10952179655e-06,0.7071549777,0.707058581091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.71057035564e-06,3.0489474769e-05,2.83909893794e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00119067352669,1.3902388611e-06,1.12352581063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93896357007,5520,93904000000,honey/imu,1.86756573303e-05,8.31704313488e-06,0.707155141707,0.707058417063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.67991573981e-06,2.97828706007e-05,2.92438509102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000695867392503,6.97064032313e-07,6.63402087832e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93916526599,5521,93920000000,honey/imu,1.85491951549e-05,8.51879456593e-06,0.707155312,0.707058246748,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.64926111598e-06,2.86715236139e-05,3.04665762118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000611985885264,1.23185365496e-06,1.19774363583e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93926588945,5522,93936000000,honey/imu,1.8430927858e-05,8.71200594186e-06,0.707155491108,0.707058067615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.61860648993e-06,2.70686577374e-05,3.21381527677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628013073879,1.55598770684e-06,1.6402666905e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93946886901,5523,93952000000,honey/imu,1.83216350646e-05,8.89589527443e-06,0.707155679747,0.707057878951,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.58773370126e-06,2.56846387817e-05,3.36105150072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000699126270232,1.31287048786e-06,1.38030832048e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93967075226,5524,93960000000,honey/imu,1.82688698962e-05,8.98582750683e-06,0.707155776288,0.707057782397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.57224276732e-06,2.52257774398e-05,3.41341187236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00582843128542,4.61343082161e-06,3.27427464855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93977151035,5525,93976000000,honey/imu,1.81611711777e-05,9.16759719357e-06,0.707155968405,0.707057590254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.54126089873e-06,2.57058539912e-05,3.39066749716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000836180417416,-7.0591971909e-07,-7.9893236061e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93997338555,5526,94000000000,honey/imu,1.79833752203e-05,9.45584031562e-06,0.707156244298,0.707057314323,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.49478805e-06,2.83879544326e-05,3.17769356932e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00136814851635,-1.04851636784e-06,-1.63420755357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94007433433,5527,94016000000,honey/imu,1.78519741111e-05,9.66043307065e-06,0.707156418187,0.70705714041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.46380611199e-06,3.00499260292e-05,3.04732629238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000517208658824,-1.73405182565e-06,-2.02061286699e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
